DATE,BOROUGH,DIRECTION,MAIN STREET,CROSS STREET,TYPE,TRUCK ROUTE,STRUCK OVERPASS,STATE OF OPERATORS LICENSE,BRIDGE IDENTIFICATION NUMBER,LATITUDE,LONGITUDE,LOCATION,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
11/10/2015,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,CAN,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
10/30/2016,QUEENS,N/B,CROSS ISLAND PARKWAY,WHITESTONE EXPRESSWAY,STRIKE,NO,YES,VA,1065210,40.790655,-73.822075,POINT (-73.822075 40.790655),14192,22,3,20,67
06/27/2018,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,NY,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
12/05/2017,QUEENS,N/B,CROSS ISLAND PARKWAY,WHITESTONE EXPRESSWAY,STRIKE,NO,YES,NJ,1065210,40.790655,-73.822075,POINT (-73.822075 40.790655),14192,22,3,20,67
05/22/2014,QUEENS,N/B,CROSS ISLAND PARKWAY,NORTHERN BOULEVARD,STRIKE,NO,YES,N/A,2231870,40.762186,-73.756808,POINT (-73.756808 40.762186),14197,26,3,20,69
12/12/2015,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
02/03/2017,BROOKLYN,E/B,BELT PARKWAY,EAST 14th STREET,STRIKE,NO,YES,FL,7233070,40.585038,-73.954744,POINT (-73.954744 40.585038),13826,32,2,15,36
03/12/2015,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,FL,2075837,40.842936,-73.83761,POINT (-73.83761 40.842936),11270,43,5,12,28
03/10/2017,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,IL,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
04/15/2019,MANHATTAN,N/B,FDR DRIVE,EAST 58th STREET,STRIKE,NO,YES,CT,2233038,40.757719,-73.959396,POINT (-73.959396 40.757719),12419,71,4,1,9
05/12/2017,MANHATTAN,N/B,FDR DRIVE,EAST 47th STREET,STRIKE,NO,YES,NC,2266630,40.751155,-73.965361,POINT (-73.965361 40.751155),12079,71,4,1,9
02/05/2019,QUEENS,S/B,CROSS ISLAND PARKWAY,14th AVENUE,STRIKE,NO,YES,NJ,2231970,40.788146,-73.816896,POINT (-73.816896 40.788146),14192,22,3,20,67
10/24/2018,QUEENS,E/B,BELT PARKWAY,SUNRISE HIGHWAY,STRIKE,NO,YES,MI,2231650,40.665703,-73.741142,POINT (-73.741142 40.665703),15313,63,3,47,63
08/07/2013,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
05/16/2015,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,IN,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
09/17/2016,QUEENS,W/B,BELT PARKWAY,NORTH CONDUIT AVENUE,STRIKE,NO,YES,IL,2231570,40.666948,-73.83636,POINT (-73.83636 40.666948),15314,62,3,41,64
02/19/2015,BROOKLYN,E/B,BELT PARKWAY,4th AVENUE,STRIKE,NO,YES,N/A,2231270,40.610624,-74.035788,POINT (-74.035788 40.610624),17216,10,2,44,41
07/15/2013,MANHATTAN,N/B,FDR DRIVE,EAST 56th STREET,STRIKE,NO,YES,WA,2233040,40.756384,-73.960423,POINT (-73.960423 40.756384),,71,4,1,9
10/25/2013,QUEENS,S/B,CROSS ISLAND PARKWAY,UNION TURNPIKE,STRIKE,NO,YES,CAN,2231850,40.74087,-73.726832,POINT (-73.726832 40.74087),24335,63,3,16,63
10/11/2018,QUEENS,E/B,BELT PARKWAY,130th STREET,STRIKE,NO,YES,NC,2231590,40.666577,-73.810575,POINT (-73.810575 40.666577),24016,62,3,46,64
08/10/2015,QUEENS,W/B,BROOKLYN QUEENS EXPRESSWAY,69th STREET,STRIKE,YES,YES,N/A,2230550,40.749883,-73.897232,POINT (-73.897232 40.749883),14787,53,3,33,66
07/11/2015,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,FL,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
05/22/2013,MANHATTAN,S/B,FDR DRIVE,EAST 84th STREET,STRIKE,NO,YES,N/A,2232158,40.773103,-73.944512,POINT (-73.944512 40.773103),12425,23,4,1,11
12/20/2018,BRONX,N/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842945,-73.837598,POINT (-73.837598 40.842945),11270,43,5,12,28
11/01/2016,QUEENS,S/B,SOUTH CONDUIT AVENUE,SPRINGFIELD BOULEVARD,STRIKE,YES,YES,N/A,2231630,40.665664,-73.758252,POINT (-73.758252 40.665664),15313,63,3,47,63
06/05/2018,QUEENS,E/B,BELT PARKWAY,SUNRISE HIGHWAY,STRIKE,NO,YES,AZ,2231650,40.665755,-73.741079,POINT (-73.741079 40.665755),15313,63,3,47,63
03/19/2017,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
11/24/2015,QUEENS,E/B,BELT PARKWAY,CROSS ISLAND PARKWAY,STRIKE,NO,YES,NY,2266770,40.683846,-73.726456,POINT (-73.726456 40.683846),15311,63,3,6,63
08/14/2017,MANHATTAN,N/B,FDR DRIVE,EAST 53rd STREET,STRIKE,NO,YES,KY,2233040,40.75467,-73.962254,POINT (-73.962254 40.75467),12419,71,4,1,9
09/11/2014,BROOKLYN,E/B,BELT PARKWAY,FLATBUSH AVENUE,STRIKE,NO,NO,NY,2243310,40.596576,-73.907907,POINT (-73.907907 40.596576),13825,5,2,8,38
05/10/2016,BRONX,S/B,HENRY HUDSON PARKWAY,WEST 246th STREET,STRIKE,NO,YES,VA,2229490,40.893613,-73.908281,POINT (-73.908281 40.893613),11609,48,5,40,33
05/20/2016,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
02/11/2013,MANHATTAN,N/B,FDR DRIVE,EAST 58th STREET,STRIKE,NO,YES,N/A,2233040,40.757719,-73.959396,POINT (-73.959396 40.757719),12419,71,4,1,9
02/16/2017,QUEENS,W/B,BELT PARKWAY,130th STREET,STRIKE,NO,YES,TN,2231590,40.666703,-73.81036,POINT (-73.81036 40.666703),24339,62,3,46,64
11/08/2014,MANHATTAN,W/B,BROOKLYN BRIDGE,,STRIKE,NO,NO,N/A,2240019,40.706143,-73.996773,POINT (-73.996773 40.706143),,,,,
12/14/2014,BRONX,S/B,HUTCHINSON RIVER PARKWAY,EAST TREMONT AVENUE,STRIKE,NO,YES,TN,2075820,40.840729,-73.83848,POINT (-73.83848 40.840729),11270,59,5,12,32
10/31/2017,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,MEX,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
10/13/2016,BRONX,S/B,HENRY HUDSON PARKWAY,WEST 252nd STREET,STRIKE,NO,YES,N/A,2229500,40.899333,-73.907194,POINT (-73.907194 40.899333),11609,48,5,40,33
03/15/2018,BROOKLYN,E/B,BELT PARKWAY,BAY 8th STREET,STRIKE,NO,YES,N/A,2231290,40.603714,-74.019181,POINT (-74.019181 40.603714),17216,10,2,44,41
05/07/2014,BRONX,N/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,FL,2075837,40.842945,-73.837598,POINT (-73.837598 40.842945),11270,43,5,12,28
09/08/2015,BROOKLYN,E/B,BELT PARKWAY,EAST 14th STREET,STRIKE,NO,YES,NC,2233080,40.585038,-73.954744,POINT (-73.954744 40.585038),13826,32,2,15,36
03/08/2019,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,FL,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
09/15/2018,QUEENS,S/B,CROSS ISLAND PARKWAY,GRAND CENTRAL PARKWAY,STRIKE,NO,YES,N/A,1076600,40.743484,-73.732009,POINT (-73.732009 40.743484),24335,63,3,16,63
06/23/2014,QUEENS,W/B,JACKIE ROBINSON PARKWAY,METROPOLITAN AVENUE,STRIKE,NO,YES,MI,2230179,40.709012,-73.841282,POINT (-73.841282 40.709012),24014,38,3,28,60
12/13/2016,BRONX,S/B,HENRY HUDSON PARKWAY,WEST 252nd STREET,STRIKE,NO,YES,N/A,2229500,40.899333,-73.907194,POINT (-73.907194 40.899333),11609,48,5,40,33
11/17/2018,BRONX,N/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842945,-73.837598,POINT (-73.837598 40.842945),11270,43,5,12,28
08/14/2018,BROOKLYN,E/B,BELT PARKWAY,27th AVENUE,STRIKE,NO,YES,MEX,2231330,40.587613,-73.991914,POINT (-73.991914 40.587613),17616,21,2,44,35
07/11/2019,MANHATTAN,W/B,WEST 79th STREET,CENTRAL PARK TRAVERSE,STRIKE,YES,YES,N/A,2246280,40.779835,-73.970865,POINT (-73.970865 40.779835),,19,4,19,13
09/28/2017,BROOKLYN,E/B,BELT PARKWAY,17th AVENUE,STRIKE,NO,YES,TX,2231300,40.601527,-74.011881,POINT (-74.011881 40.601527),17616,1,2,44,37
01/06/2019,MANHATTAN,N/B,FDR DRIVE,EAST 62nd STREET,STRIKE,NO,YES,GA,2233038,40.760101,-73.957308,POINT (-73.957308 40.760101),10090,23,4,1,11
06/18/2019,QUEENS,E/B,CROSS ISLAND PARKWAY,GRAND CENTRAL PARKWAY,STRIKE,NO,YES,NY,1076600,40.743484,-73.732009,POINT (-73.732009 40.743484),24335,63,3,16,63
12/01/2014,QUEENS,E/B,BROOKLYN QUEENS EXPRESSWAY,ROOSEVELT AVENUE,STRIKE,YES,YES,N/A,2230587,40.746442,-73.894767,POINT (-73.894767 40.746442),14787,53,3,33,66
10/14/2013,BRONX,N/B,CROSS BRONX EXPRESSWAY,SHERIDAN EXPRESSWAY,STRIKE,YES,YES,N/A,1066419,40.837538,-73.880532,POINT (-73.880532 40.837538),11269,35,5,43,31
04/04/2013,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
05/08/2015,QUEENS,E/B,BELT PARKWAY,150th STREET,STRIKE,NO,YES,N/A,1076660,40.66631,-73.789567,POINT (-73.789567 40.66631),24669,63,3,46,71
10/05/2015,QUEENS,E/B,JACKIE ROBINSON PARKWAY,MYRTLE AVENUE,STRIKE,NO,YES,N/A,2230120,40.702909,-73.858049,POINT (-73.858049 40.702909),15310,54,3,34,62
03/11/2014,QUEENS,W/B,BELT PARKWAY,CROSS ISLAND PARKWAY,STRIKE,NO,YES,N/A,2266770,40.687379,-73.724891,POINT (-73.724891 40.687379),16097,,,,
02/06/2014,QUEENS,W/B,BELT PARKWAY,NORTH CONDUIT AVENUE,STRIKE,NO,NO,NY,2231570,40.666453,-73.834801,POINT (-73.834801 40.666453),15314,62,3,41,64
06/18/2015,QUEENS,W/B,BELT PARKWAY,NORTH CONDUIT AVENUE,STRIKE,NO,YES,N/A,2231570,40.666461,-73.834803,POINT (-73.834803 40.666461),15314,62,3,41,64
11/12/2016,QUEENS,E/B,JACKIE ROBINSON PARKWAY,METROPOLITAN AVENUE,STRIKE,NO,YES,N/A,2230179,40.708915,-73.841524,POINT (-73.841524 40.708915),24014,38,3,34,60
03/31/2019,BRONX,N/B,HENRY HUDSON PARKWAY,WEST 236th STREET,STRIKE,NO,YES,NC,2229460,40.886572,-73.912353,POINT (-73.912353 40.886572),11272,48,5,40,33
04/27/2018,BRONX,N/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,NJ,2075837,40.842945,-73.837598,POINT (-73.837598 40.842945),11270,43,5,12,28
06/10/2014,BROOKLYN,W/B,BELT PARKWAY,CONEY ISLAND AVENUE,STRIKE,NO,NO,N/A,2231380,40.584796,-73.960107,POINT (-73.960107 40.584796),13826,32,2,15,36
09/29/2014,MANHATTAN,N/B,FDR DRIVE,EAST 62nd STREET,STRIKE,NO,YES,GA,2233038,40.760213,-73.957473,POINT (-73.957473 40.760213),10090,23,4,1,11
07/29/2016,QUEENS,S/B,CROSS ISLAND PARKWAY,WHITESTONE EXPRESSWAY,STRIKE,NO,YES,N/A,1065210,40.790655,-73.822075,POINT (-73.822075 40.790655),14192,22,3,20,67
02/17/2016,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,NJ,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
07/13/2017,QUEENS,W/B,GRAND CENTRAL PARKWAY,JEWEL AVENUE,STRIKE,NO,YES,N/A,1056000,40.725715,-73.837893,POINT (-73.837893 40.725715),14786,67,3,28,70
10/19/2017,QUEENS,W/B,QUEENSBORO BRIDGE,,STRIKE,YES,YES,N/A,224004F,40.756907,-73.954448,POINT (-73.954448 40.756907),13099,23,4,1,72
11/01/2014,BRONX,N/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,NY,2075837,40.842945,-73.837598,POINT (-73.837598 40.842945),11270,43,5,12,28
08/09/2019,BRONX,N/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,GA,2075837,40.842945,-73.837598,POINT (-73.837598 40.842945),11270,43,5,12,28
02/16/2018,QUEENS,E/B,BELT PARKWAY,130th STREET,STRIKE,NO,YES,NJ,2231590,40.666577,-73.810575,POINT (-73.810575 40.666577),24016,62,3,46,64
05/27/2014,BRONX,E/B,CROSS BRONX EXPRESSWAY,CLAY AVENUE,STRIKE,YES,YES,TN,1066320,40.844747,-73.904892,POINT (-73.904892 40.844747),10935,50,5,22,27
04/14/2017,MANHATTAN,N/B,FDR DRIVE,EAST 60th STREET,STRIKE,NO,YES,N/A,2233040,40.758966,-73.958367,POINT (-73.958367 40.758966),12083,23,4,1,11
12/18/2015,BRONX,S/B,HUTCHINSON RIVER PARKWAY,WESTCHESTER AVENUE,STRIKE,NO,YES,N/A,2075837,40.842963,-73.837802,POINT (-73.837802 40.842963),11270,59,5,12,32
01/28/2016,QUEENS,N/B,CROSS ISLAND PARKWAY,WHITESTONE EXPRESSWAY,STRIKE,NO,YES,FL,1065210,40.790655,-73.822075,POINT (-73.822075 40.790655),14192,22,3,20,67
05/30/2019,MANHATTAN,N/B,FDR DRIVE,EAST 58th STREET,STRIKE,NO,YES,CT,2233038,40.757719,-73.959396,POINT (-73.959396 40.757719),12419,71,4,1,9
04/05/2018,MANHATTAN,N/B,FDR DRIVE,EAST 63rd STREET,STRIKE,NO,YES,MD,2232110,40.76056,-73.956649,POINT (-73.956649 40.76056),10090,23,4,1,11
03/26/2016,MANHATTAN,S/B,FDR DRIVE,EAST 90th STREET,STRIKE,NO,YES,PA,2232167,40.777492,-73.942847,POINT (-73.942847 40.777492),10099,23,4,1,11
07/16/2014,QUEENS,E/B,LONG ISLAND EXPRESSWAY,48th STREET,STRIKE,YES,YES,NY,1065900,40.731968,-73.919073,POINT (-73.919073 40.731968),14788,53,3,34,66
